u_id,r_id,time_taken,preferrence,rating
2499,1438,25.83,park,1
2499,1033,52.14,river,5
2499,1046,21.5,river,5
2499,1475,31.99,park,2
2499,1421,28.21,mountain,2
2499,878,52.0,river,5
2499,1200,59.92,river,5
2499,1029,38.65,river,5
2499,1228,39.45,mountain,2
2499,1298,44.06,park,2
2500,1384,43.12,mountain,2
2500,1033,52.24,river,3
2500,1217,20.59,river,2
2500,1453,31.8,park,5
2500,1236,47.86,mountain,2
2500,1333,34.96,river,2
2500,1473,23.31,park,5
2500,1029,39.62,river,2
2500,1283,23.64,park,5
2500,1064,48.54,river,1
2501,1368,24.9,river,5
2501,1408,46.74,mountain,2
2501,967,30.24,mountain,2
2501,1440,22.93,park,5
2501,1390,26.35,mountain,3
2501,1407,44.64,mountain,1
2501,895,58.52,river,5
2501,1394,45.98,mountain,3
2501,1464,23.07,park,5
2501,1454,58.47,park,5
2502,1225,41.87,river,2
2502,1298,59.49,park,3
2502,962,26.14,mountain,5
2502,898,59.5,river,2
2502,1273,28.23,mountain,5
2502,1476,51.73,park,1
2502,1178,34.43,river,1
2502,1398,51.01,mountain,5
2502,906,54.54,river,2
2502,1208,36.78,river,3
2503,329,56.15,river,2
2503,180,56.76,river,1
2503,173,41.97,river,3
2503,404,42.85,park,5
2503,177,34.92,river,1
2503,409,38.17,park,5
2503,323,26.55,river,3
2503,176,43.26,river,1
2503,585,53.62,park,5
2503,197,38.04,river,1
2504,902,41.12,river,5
2504,1076,46.94,river,5
2504,1038,22.31,river,5
2504,1186,48.33,river,5
2504,1258,25.78,mountain,2
2504,1429,35.38,park,5
2504,1032,49.38,river,5
2504,1049,53.99,river,5
2504,1040,39.04,river,5
2504,1350,57.91,river,5
2505,185,51.24,river,5
2505,409,58.09,park,5
2505,700,32.55,park,5
2505,312,35.07,river,5
2505,190,29.25,river,5
2505,724,38.89,park,5
2505,416,36.93,park,5
2505,334,37.9,river,5
2505,402,58.51,park,5
2505,162,36.99,river,5
2506,190,23.09,river,5
2506,168,47.52,river,5
2506,536,21.47,park,1
2506,717,32.35,park,3
2506,416,59.62,park,1
2506,424,38.44,park,1
2506,170,39.71,river,5
2506,330,58.44,river,5
2506,315,53.82,river,5
2506,196,43.59,river,5
2507,400,54.32,park,5
2507,585,33.94,park,5
2507,316,41.19,river,5
2507,313,35.53,river,5
2507,308,44.64,river,5
2507,304,35.18,river,5
2507,724,25.91,park,5
2507,159,44.6,river,5
2507,318,48.58,river,5
2507,174,51.39,river,5
2508,1291,50.71,park,5
2508,1321,39.93,park,5
2508,809,32.23,mountain,5
2508,953,20.35,mountain,5
2508,1132,40.12,park,5
2508,740,53.08,river,3
2508,1094,25.01,mountain,5
2508,868,57.49,park,5
2508,660,47.01,mountain,5
2508,596,20.73,river,2
2509,1451,56.37,park,3
2509,887,38.48,river,5
2509,1186,47.4,river,5
2509,1033,50.24,river,5
2509,1475,40.75,park,1
2509,879,46.18,river,5
2509,889,56.13,river,5
2509,933,53.63,mountain,5
2509,1393,58.52,mountain,5
2509,1074,50.06,river,5
2510,1291,45.91,park,5
2510,1296,40.73,park,5
2510,520,44.8,mountain,3
2510,826,23.75,mountain,2
2510,1316,30.34,park,5
2510,1094,20.78,mountain,1
2510,1154,55.81,park,5
2510,1145,26.83,park,5
2510,1292,35.7,park,5
2510,466,37.15,river,3
2511,187,21.42,river,5
2511,177,48.16,river,5
2511,400,38.48,park,5
2511,171,23.85,river,5
2511,424,51.37,park,5
2511,700,26.62,park,5
2511,308,37.58,river,5
2511,571,34.17,park,5
2511,421,21.4,park,5
2511,386,49.23,park,5
2512,1186,52.27,river,1
2512,1236,23.58,mountain,5
2512,907,45.21,river,2
2512,1083,38.78,mountain,5
2512,1257,24.75,mountain,5
2512,1071,43.13,river,3
2512,1194,43.43,river,1
2512,1042,36.76,river,2
2512,1065,44.22,river,2
2512,1035,37.55,river,2
2513,1436,36.63,park,3
2513,1080,52.66,mountain,5
2513,1433,21.24,park,3
2513,1098,38.43,mountain,5
2513,1037,42.44,river,5
2513,919,50.3,river,5
2513,889,26.73,river,5
2513,1458,37.6,park,2
2513,1186,50.84,river,5
2513,1107,49.5,mountain,5
2514,1447,35.52,park,3
2514,1236,48.61,mountain,5
2514,888,30.38,river,2
2514,1368,22.42,river,1
2514,1319,28.49,park,3
2514,1069,45.49,river,2
2514,1257,43.5,mountain,5
2514,1264,35.13,mountain,5
2514,1219,44.18,river,2
2514,1404,33.6,mountain,5
2515,1261,37.15,mountain,2
2515,1198,53.04,river,3
2515,1428,49.14,park,5
2515,1456,47.79,park,5
2515,1064,35.15,river,1
2515,1431,35.8,park,5
2515,1465,23.88,park,5
2515,1368,44.36,river,1
2515,967,55.97,mountain,3
2515,1387,49.05,mountain,2
2516,886,22.94,river,5
2516,759,43.88,river,5
2516,986,52.03,park,2
2516,1017,30.21,park,2
2516,1136,55.37,park,2
2516,831,36.23,park,1
2516,480,23.61,river,5
2516,853,30.25,park,2
2516,1155,49.41,park,3
2516,900,54.68,river,5
2517,1185,44.78,river,5
2517,1308,23.55,park,3
2517,1388,25.36,mountain,5
2517,921,28.17,river,5
2517,1258,30.25,mountain,5
2517,880,31.45,river,5
2517,1084,41.81,mountain,5
2517,1430,41.26,park,2
2517,1419,46.96,mountain,5
2517,1077,55.23,river,5
2518,186,37.28,river,1
2518,408,43.93,park,5
2518,324,34.51,river,3
2518,182,38.51,river,3
2518,377,44.56,mountain,3
2518,178,52.27,river,3
2518,717,55.25,park,5
2518,395,47.94,park,5
2518,419,21.31,park,5
2518,585,29.92,park,5
2519,922,26.54,river,3
2519,1031,28.24,river,3
2519,1433,38.12,park,5
2519,1199,57.53,river,2
2519,1242,48.61,mountain,1
2519,895,20.64,river,1
2519,1333,24.65,river,3
2519,1068,52.84,river,3
2519,1417,37.76,mountain,1
2519,1035,29.25,river,3
2520,882,39.47,river,2
2520,1065,33.37,river,2
2520,1083,20.06,mountain,5
2520,1333,44.07,river,2
2520,1393,50.74,mountain,5
2520,894,22.56,river,3
2520,1198,57.21,river,2
2520,1384,31.98,mountain,5
2520,1194,33.98,river,2
2520,1418,32.1,mountain,5
2521,649,31.5,mountain,3
2521,1243,21.7,mountain,3
2521,1325,59.84,park,1
2521,600,34.67,river,5
2521,877,28.45,park,1
2521,862,48.37,park,3
2521,1017,46.26,park,3
2521,864,24.55,park,2
2521,738,56.74,river,5
2521,860,39.74,park,3
2522,480,53.03,river,1
2522,865,58.93,park,5
2522,1240,25.27,mountain,3
2522,660,56.15,mountain,2
2522,1024,30.06,park,5
2522,774,36.1,river,1
2522,1296,25.24,park,5
2522,353,57.03,mountain,2
2522,839,27.08,park,5
2522,459,26.2,river,1
2523,191,23.94,river,5
2523,329,57.85,river,5
2523,197,28.64,river,5
2523,720,57.85,park,1
2523,162,50.87,river,5
2523,310,27.77,river,5
2523,189,37.47,river,5
2523,199,35.42,river,5
2523,386,25.23,park,2
2523,409,43.13,park,3
2524,738,41.65,river,5
2524,752,50.89,river,5
2524,1014,36.09,park,5
2524,461,47.4,river,5
2524,985,20.58,park,5
2524,1284,30.97,park,5
2524,1007,38.63,park,5
2524,475,47.03,river,5
2524,481,59.95,river,5
2524,619,56.52,river,5
2525,404,20.23,park,5
2525,153,27.27,river,5
2525,568,36.35,park,5
2525,689,57.57,park,5
2525,191,53.59,river,5
2525,333,23.36,river,5
2525,187,40.54,river,5
2525,156,20.38,river,5
2525,700,24.6,park,5
2525,720,22.86,park,5
2526,1321,44.88,park,2
2526,761,41.19,river,2
2526,743,39.95,river,2
2526,600,44.41,river,3
2526,447,22.17,river,3
2526,1230,54.41,mountain,5
2526,1128,24.31,park,3
2526,1288,57.79,park,2
2526,1109,34.96,mountain,5
2526,1025,35.2,park,2
2527,727,47.42,park,1
2527,1015,33.33,park,3
2527,874,49.61,park,1
2527,1405,21.24,mountain,1
2527,1307,27.56,park,2
2527,844,45.32,park,2
2527,449,32.6,river,5
2527,763,46.87,river,5
2527,1443,58.08,park,2
2527,760,43.28,river,5
2528,480,46.51,river,5
2528,1254,35.02,mountain,3
2528,1155,27.82,park,5
2528,742,24.38,river,5
2528,463,36.83,river,5
2528,997,41.2,park,5
2528,353,32.97,mountain,2
2528,748,33.06,river,5
2528,1279,25.2,park,5
2528,755,55.62,river,5
2529,983,46.04,park,3
2529,501,55.51,mountain,1
2529,864,37.66,park,3
2529,600,51.63,river,5
2529,917,22.86,river,5
2529,1165,49.78,park,3
2529,1231,25.45,mountain,2
2529,1254,28.08,mountain,2
2529,597,34.26,river,5
2529,736,33.67,river,5
2530,195,35.18,river,5
2530,414,26.93,park,3
2530,330,57.49,river,5
2530,716,55.15,park,2
2530,536,51.89,park,3
2530,188,48.86,river,5
2530,315,32.5,river,5
2530,693,42.07,park,2
2530,416,40.1,park,2
2530,318,35.1,river,5
2531,1062,24.66,river,3
2531,919,51.1,river,3
2531,1043,57.64,river,3
2531,894,37.6,river,1
2531,1203,49.4,river,3
2531,921,52.06,river,2
2531,1196,49.01,river,2
2531,1184,49.12,river,3
2531,1476,56.02,park,5
2531,1319,46.99,park,5
2532,304,58.86,river,5
2532,334,37.69,river,5
2532,584,47.33,park,2
2532,320,42.62,river,5
2532,400,40.74,park,3
2532,724,37.06,park,1
2532,180,55.33,river,5
2532,155,41.31,river,5
2532,406,22.5,park,1
2532,333,31.27,river,5
2533,1067,56.71,river,3
2533,1409,36.24,mountain,1
2533,1233,50.78,mountain,3
2533,1219,47.68,river,3
2533,1121,34.9,mountain,3
2533,1448,37.93,park,5
2533,1080,45.37,mountain,2
2533,1235,50.02,mountain,3
2533,1053,54.29,river,3
2533,1429,28.88,park,5
2534,1060,25.85,river,3
2534,1289,36.64,park,5
2534,1116,29.12,mountain,1
2534,1193,54.51,river,2
2534,1186,38.62,river,2
2534,1200,31.28,river,3
2534,1196,49.44,river,3
2534,1181,24.96,river,3
2534,1251,59.35,mountain,1
2534,1409,58.29,mountain,2
2535,194,59.97,river,5
2535,325,53.46,river,5
2535,183,54.0,river,5
2535,421,24.73,park,3
2535,173,48.31,river,5
2535,540,46.81,park,1
2535,313,43.86,river,5
2535,711,37.45,park,2
2535,585,22.37,park,2
2535,719,58.07,park,3
2536,1275,53.38,mountain,5
2536,930,57.64,mountain,5
2536,1069,36.26,river,1
2536,919,48.6,river,3
2536,1403,41.01,mountain,5
2536,1416,42.9,mountain,5
2536,1429,45.39,park,5
2536,1264,29.2,mountain,5
2536,822,26.35,mountain,5
2536,1032,49.08,river,2
2537,680,32.83,park,1
2537,168,46.25,river,5
2537,690,25.81,park,3
2537,193,47.65,river,5
2537,196,54.26,river,5
2537,313,38.54,river,5
2537,334,47.01,river,5
2537,174,42.18,river,5
2537,330,47.17,river,5
2537,328,38.18,river,5
2538,811,30.57,mountain,1
2538,590,46.01,river,5
2538,1315,49.55,park,3
2538,1085,28.99,mountain,3
2538,1229,27.98,mountain,1
2538,603,39.41,river,5
2538,1130,21.94,park,3
2538,1255,28.12,mountain,2
2538,859,20.19,park,1
2538,745,24.51,river,5
2539,967,31.81,mountain,3
2539,1448,43.93,park,5
2539,1373,39.81,river,5
2539,930,34.81,mountain,3
2539,1377,37.52,river,5
2539,1262,56.48,mountain,1
2539,1253,29.54,mountain,1
2539,1181,43.72,river,5
2539,1300,46.59,park,5
2539,1275,53.41,mountain,1
2540,458,27.49,river,1
2540,826,46.1,mountain,5
2540,382,22.24,mountain,5
2540,816,54.18,mountain,5
2540,1000,44.78,park,5
2540,744,46.77,river,1
2540,1263,59.37,mountain,5
2540,961,32.14,mountain,5
2540,1320,31.29,park,5
2540,1158,40.42,park,5
2541,424,47.64,park,3
2541,190,39.04,river,5
2541,316,42.41,river,5
2541,154,46.19,river,5
2541,163,50.1,river,5
2541,416,40.21,park,3
2541,328,35.78,river,5
2541,720,48.82,park,2
2541,569,32.24,park,1
2541,318,48.78,river,5
2542,175,27.75,river,3
2542,409,34.09,park,5
2542,190,49.08,river,2
2542,564,33.06,park,5
2542,313,20.25,river,2
2542,174,46.72,river,1
2542,308,42.92,river,3
2542,169,20.71,river,3
2542,151,21.56,river,1
2542,570,37.82,park,5
2543,175,52.14,river,1
2543,406,42.9,park,5
2543,693,35.49,park,5
2543,324,33.09,river,1
2543,341,40.37,mountain,5
2543,158,45.07,river,3
2543,330,24.07,river,3
2543,159,26.43,river,3
2543,185,34.55,river,3
2543,306,55.31,river,3
2544,154,59.95,river,5
2544,187,47.86,river,5
2544,185,59.47,river,5
2544,173,32.23,river,5
2544,316,57.04,river,5
2544,328,44.24,river,5
2544,331,33.3,river,5
2544,323,46.64,river,5
2544,564,29.03,park,5
2544,402,48.35,park,5
2545,839,42.15,park,2
2545,1314,55.82,park,1
2545,599,27.18,river,3
2545,437,39.17,river,3
2545,1163,36.53,park,1
2545,1017,23.53,park,2
2545,872,25.24,park,2
2545,482,30.7,river,3
2545,881,52.67,river,1
2545,593,40.17,river,3
2546,886,25.22,river,1
2546,1285,50.42,park,3
2546,710,32.27,park,2
2546,859,50.81,park,3
2546,694,48.59,park,2
2546,995,43.39,park,1
2546,450,23.67,river,3
2546,1229,53.24,mountain,5
2546,1164,47.49,park,2
2546,373,50.21,mountain,5
2547,190,47.37,river,3
2547,196,51.69,river,1
2547,162,51.08,river,1
2547,182,53.97,river,3
2547,180,33.05,river,2
2547,323,24.43,river,1
2547,186,32.22,river,1
2547,720,51.43,park,5
2547,171,27.52,river,2
2547,394,33.23,park,5
2548,1347,58.56,river,3
2548,1052,40.99,river,2
2548,1431,27.81,park,3
2548,1188,37.66,river,3
2548,1394,37.48,mountain,5
2548,1218,49.55,river,3
2548,1474,40.82,park,1
2548,1066,34.14,river,3
2548,1470,47.11,park,2
2548,1264,51.19,mountain,5
2549,419,44.54,park,1
2549,189,28.72,river,5
2549,331,20.39,river,5
2549,550,23.06,park,2
2549,328,53.43,river,5
2549,169,44.61,river,5
2549,154,50.83,river,5
2549,197,26.02,river,5
2549,434,42.63,park,2
2549,158,25.35,river,5
2550,857,59.5,park,5
2550,591,37.73,river,5
2550,1154,32.02,park,5
2550,1082,36.0,mountain,1
2550,865,56.45,park,5
2550,1446,48.84,park,5
2550,1301,56.21,park,5
2550,616,27.83,river,5
2550,900,59.38,river,5
2550,610,45.54,river,5
2551,716,35.78,park,5
2551,174,58.8,river,5
2551,191,36.32,river,5
2551,419,32.3,park,5
2551,176,20.38,river,5
2551,418,49.29,park,5
2551,163,26.96,river,5
2551,155,35.39,river,5
2551,175,34.39,river,5
2551,316,46.71,river,5
2552,193,32.61,river,5
2552,185,57.25,river,5
2552,313,33.99,river,5
2552,424,36.05,park,1
2552,406,51.65,park,1
2552,190,47.3,river,5
2552,564,33.23,park,1
2552,693,41.14,park,1
2552,585,37.44,park,3
2552,153,40.04,river,5
2553,968,21.56,mountain,2
2553,921,57.47,river,5
2553,1202,22.14,river,5
2553,895,27.31,river,5
2553,1028,55.72,river,5
2553,878,41.66,river,5
2553,1433,31.39,park,3
2553,1030,44.38,river,5
2553,1406,35.78,mountain,3
2553,1064,28.74,river,5
2554,1151,55.35,park,5
2554,600,48.87,river,5
2554,976,36.2,mountain,1
2554,739,43.8,river,5
2554,751,39.85,river,5
2554,471,27.12,river,5
2554,874,35.73,park,5
2554,1396,35.67,mountain,2
2554,877,26.28,park,5
2554,437,38.18,river,5
2555,1119,24.24,mountain,5
2555,1188,23.18,river,3
2555,1465,40.0,park,5
2555,1187,22.1,river,3
2555,1362,26.36,river,2
2555,1207,43.82,river,2
2555,1283,52.53,park,5
2555,1421,34.86,mountain,5
2555,887,37.91,river,1
2555,1084,27.12,mountain,5
2556,1310,47.83,park,2
2556,746,52.77,river,5
2556,1172,31.55,park,3
2556,467,59.71,river,5
2556,479,26.7,river,5
2556,736,37.23,river,5
2556,912,57.02,river,5
2556,1155,21.72,park,1
2556,453,56.96,river,5
2556,460,43.0,river,5
2557,585,33.47,park,5
2557,550,28.3,park,5
2557,159,56.58,river,5
2557,419,40.28,park,5
2557,168,37.63,river,5
2557,194,20.37,river,5
2557,409,59.16,park,5
2557,151,35.34,river,5
2557,182,39.8,river,5
2557,377,51.45,mountain,2
2558,565,57.88,park,2
2558,326,40.34,river,5
2558,174,47.29,river,5
2558,189,57.59,river,5
2558,159,45.6,river,5
2558,434,41.81,park,2
2558,181,40.38,river,5
2558,304,31.82,river,5
2558,568,39.05,park,1
2558,406,24.76,park,1
2559,1301,21.6,park,5
2559,593,44.92,river,5
2559,732,48.24,river,5
2559,1229,34.35,mountain,3
2559,991,48.23,park,5
2559,519,24.95,mountain,2
2559,622,31.2,river,5
2559,468,37.1,river,5
2559,829,23.42,park,5
2559,1171,44.95,park,5
2560,151,45.59,river,3
2560,395,25.92,park,5
2560,717,38.34,park,5
2560,196,49.0,river,1
2560,173,40.7,river,3
2560,316,55.67,river,2
2560,195,29.38,river,3
2560,434,47.61,park,5
2560,167,49.02,river,3
2560,155,20.29,river,1
2561,183,24.96,river,1
2561,189,29.93,river,3
2561,717,46.36,park,5
2561,389,55.35,park,5
2561,690,52.91,park,5
2561,194,36.86,river,3
2561,162,21.74,river,2
2561,424,44.82,park,5
2561,416,48.8,park,5
2561,175,47.01,river,1
2562,326,20.39,river,2
2562,540,57.78,park,3
2562,408,56.43,park,2
2562,181,42.77,river,1
2562,404,23.82,park,3
2562,318,21.14,river,1
2562,308,40.55,river,3
2562,197,55.18,river,2
2562,720,45.57,park,1
2562,400,42.24,park,1
2563,876,24.53,park,5
2563,861,26.43,park,5
2563,1147,42.58,park,5
2563,612,39.18,river,5
2563,758,37.32,river,5
2563,1230,39.88,mountain,1
2563,1160,38.37,park,5
2563,1167,39.84,park,5
2563,520,48.41,mountain,2
2563,1439,21.76,park,5
2564,400,53.12,park,1
2564,186,22.38,river,5
2564,182,55.49,river,5
2564,189,35.41,river,5
2564,564,36.01,park,1
2564,193,41.75,river,5
2564,310,53.78,river,5
2564,197,42.82,river,5
2564,424,35.29,park,1
2564,333,33.56,river,5
2565,1222,37.87,river,1
2565,1040,22.53,river,2
2565,1432,27.0,park,5
2565,1185,26.61,river,3
2565,1215,22.31,river,1
2565,1181,59.56,river,2
2565,1454,22.23,park,5
2565,1066,27.93,river,1
2565,1192,59.47,river,3
2565,1417,42.37,mountain,3
2566,627,46.22,river,5
2566,1143,58.39,park,3
2566,1090,42.93,mountain,5
2566,912,53.77,river,5
2566,1123,55.78,mountain,5
2566,478,52.28,river,5
2566,767,46.51,river,5
2566,741,38.22,river,5
2566,1284,20.02,park,1
2566,618,22.24,river,5
2567,180,59.19,river,1
2567,196,26.95,river,3
2567,419,27.47,park,2
2567,341,55.49,mountain,5
2567,412,34.97,park,1
2567,565,21.7,park,3
2567,697,42.27,park,1
2567,159,25.87,river,1
2567,175,33.88,river,3
2567,717,33.77,park,3
2568,711,35.88,park,5
2568,584,54.47,park,5
2568,196,35.76,river,2
2568,187,23.36,river,2
2568,151,26.73,river,1
2568,700,35.16,park,5
2568,585,57.08,park,5
2568,193,36.21,river,1
2568,306,51.44,river,1
2568,680,38.6,park,5
2569,330,32.04,river,5
2569,424,51.86,park,5
2569,550,27.1,park,5
2569,189,34.84,river,5
2569,540,28.31,park,5
2569,334,58.18,river,5
2569,568,55.08,park,5
2569,181,22.78,river,5
2569,717,54.34,park,5
2569,155,39.91,river,5
2570,1383,30.62,mountain,3
2570,1118,38.72,mountain,2
2570,1215,29.09,river,5
2570,1437,29.72,park,1
2570,1453,50.0,park,2
2570,1477,23.48,park,3
2570,1337,51.95,river,5
2570,1384,32.54,mountain,3
2570,1456,33.75,park,3
2570,778,51.44,mountain,1
2571,1024,24.26,park,5
2571,1143,45.78,park,5
2571,451,50.55,river,5
2571,741,28.7,river,5
2571,763,22.38,river,5
2571,1324,40.41,park,5
2571,1140,57.52,park,5
2571,477,49.74,river,5
2571,1027,46.77,park,5
2571,927,31.45,river,5
2572,1423,22.33,mountain,2
2572,1452,36.92,park,5
2572,1371,46.75,river,3
2572,1270,26.14,mountain,3
2572,1036,38.59,river,2
2572,938,28.94,mountain,2
2572,1038,53.62,river,2
2572,1047,41.8,river,1
2572,1434,45.32,park,5
2572,1367,24.77,river,1
2573,1196,34.8,river,1
2573,1275,28.94,mountain,3
2573,1179,27.74,river,1
2573,1467,54.85,park,5
2573,1062,29.89,river,1
2573,1184,55.54,river,3
2573,1472,44.92,park,5
2573,1217,29.36,river,1
2573,1081,56.34,mountain,2
2573,1257,42.37,mountain,2
2574,1093,29.33,mountain,5
2574,1253,51.31,mountain,5
2574,1376,35.38,river,5
2574,1423,59.35,mountain,5
2574,1081,42.58,mountain,5
2574,1065,32.78,river,5
2574,1302,48.28,park,2
2574,1038,50.94,river,5
2574,883,39.94,river,5
2574,1201,45.9,river,5
2575,910,58.46,river,5
2575,922,28.44,river,5
2575,1389,46.2,mountain,5
2575,967,23.72,mountain,5
2575,1225,40.93,river,5
2575,1052,55.19,river,5
2575,1057,26.51,river,5
2575,1234,26.59,mountain,5
2575,1036,34.8,river,5
2575,1367,37.61,river,5
2576,1289,28.58,park,3
2576,1368,51.24,river,1
2576,1108,25.88,mountain,5
2576,1361,47.71,river,3
2576,913,57.45,river,1
2576,1219,37.82,river,1
2576,1367,53.15,river,3
2576,1205,37.97,river,1
2576,1347,42.55,river,2
2576,1387,57.86,mountain,5
2577,394,23.06,park,5
2577,335,37.05,river,1
2577,173,44.26,river,2
2577,196,56.01,river,1
2577,310,28.06,river,1
2577,386,60.0,park,5
2577,167,38.76,river,2
2577,700,33.18,park,5
2577,176,22.52,river,3
2577,564,57.07,park,5
2578,1290,22.54,park,5
2578,1243,55.45,mountain,1
2578,1166,20.19,park,5
2578,622,51.87,river,5
2578,486,44.0,mountain,3
2578,876,57.49,park,5
2578,726,55.33,park,5
2578,1327,21.71,park,5
2578,602,32.33,river,5
2578,750,57.43,river,5
2579,329,20.28,river,3
2579,325,46.97,river,1
2579,418,42.67,park,5
2579,323,36.51,river,3
2579,181,29.17,river,3
2579,570,45.29,park,5
2579,568,29.82,park,5
2579,331,36.48,river,2
2579,318,57.63,river,2
2579,421,41.38,park,5
2580,873,58.75,park,5
2580,1439,51.36,park,5
2580,1462,54.29,park,5
2580,1161,54.83,park,5
2580,770,30.25,river,3
2580,917,37.89,river,2
2580,1231,58.34,mountain,5
2580,439,38.15,river,1
2580,631,43.38,mountain,5
2580,901,40.6,river,3
2581,450,50.49,river,5
2581,466,32.69,river,5
2581,845,31.42,park,5
2581,751,56.49,river,5
2581,828,56.62,park,5
2581,1176,24.92,park,5
2581,1005,33.89,park,5
2581,998,37.61,park,5
2581,1156,39.89,park,5
2581,1263,45.45,mountain,3
2582,1221,37.05,river,3
2582,1256,25.1,mountain,5
2582,1334,26.12,river,1
2582,1040,56.94,river,1
2582,1350,53.21,river,2
2582,968,46.18,mountain,5
2582,1280,58.11,park,3
2582,1178,58.67,river,3
2582,884,49.68,river,1
2582,920,37.61,river,2
2583,334,35.46,river,5
2583,310,56.36,river,5
2583,540,37.46,park,5
2583,412,29.81,park,5
2583,304,58.74,river,5
2583,159,45.22,river,5
2583,570,44.94,park,5
2583,328,43.56,river,5
2583,724,42.7,park,5
2583,153,24.65,river,5
2584,1412,50.09,mountain,1
2584,1264,22.11,mountain,2
2584,909,37.26,river,3
2584,880,33.22,river,2
2584,1038,49.59,river,2
2584,933,52.14,mountain,3
2584,1062,31.87,river,2
2584,1280,39.53,park,5
2584,778,45.29,mountain,1
2584,883,54.37,river,2
2585,761,49.89,river,2
2585,1155,27.66,park,5
2585,858,21.77,park,5
2585,586,39.67,river,2
2585,811,36.05,mountain,5
2585,1137,54.41,park,5
2585,1307,25.49,park,5
2585,463,29.13,river,1
2585,774,52.2,river,1
2585,1000,32.6,park,5
2586,693,38.74,park,5
2586,571,27.0,park,5
2586,404,20.6,park,5
2586,416,39.79,park,5
2586,409,48.35,park,5
2586,182,25.31,river,2
2586,328,36.73,river,3
2586,700,36.93,park,5
2586,174,40.42,river,1
2586,173,56.33,river,3
2587,196,56.45,river,5
2587,331,48.11,river,5
2587,389,44.13,park,1
2587,335,56.55,river,5
2587,325,27.48,river,5
2587,155,28.94,river,5
2587,318,24.14,river,5
2587,180,28.61,river,5
2587,720,52.56,park,3
2587,182,44.99,river,5
2588,1412,39.9,mountain,5
2588,899,50.44,river,1
2588,1225,40.76,river,2
2588,1180,36.26,river,1
2588,1037,34.8,river,1
2588,882,22.09,river,1
2588,1059,28.03,river,1
2588,1352,22.16,river,2
2588,1410,28.76,mountain,5
2588,1428,46.57,park,2
2589,312,46.91,river,5
2589,406,40.09,park,5
2589,313,28.77,river,5
2589,419,59.01,park,5
2589,334,57.33,river,5
2589,400,31.66,park,5
2589,402,30.85,park,5
2589,395,50.44,park,5
2589,408,30.1,park,5
2589,158,54.87,river,5
2590,896,45.72,river,5
2590,1007,30.39,park,5
2590,603,31.19,river,5
2590,611,35.29,river,5
2590,466,24.72,river,5
2590,809,34.26,mountain,1
2590,828,52.0,park,5
2590,1023,55.68,park,5
2590,831,24.32,park,5
2590,1097,58.49,mountain,1
2591,719,32.07,park,5
2591,408,47.71,park,5
2591,182,44.91,river,5
2591,196,54.17,river,5
2591,386,56.51,park,5
2591,565,59.03,park,5
2591,308,20.71,river,5
2591,690,21.09,park,5
2591,315,52.14,river,5
2591,197,26.35,river,5
2592,1194,40.52,river,5
2592,1455,38.42,park,3
2592,1107,35.93,mountain,3
2592,1252,38.88,mountain,3
2592,1031,28.69,river,5
2592,1361,55.45,river,5
2592,919,43.55,river,5
2592,885,21.7,river,5
2592,937,38.44,mountain,3
2592,1471,33.34,park,1
2593,1100,57.81,mountain,5
2593,1066,38.77,river,1
2593,920,39.09,river,2
2593,1184,36.48,river,2
2593,879,38.55,river,3
2593,1367,46.39,river,2
2593,1125,44.54,mountain,5
2593,1258,20.64,mountain,5
2593,1283,22.15,park,5
2593,1119,45.31,mountain,5
2594,1170,43.05,park,2
2594,1401,36.34,mountain,5
2594,1027,51.35,park,2
2594,519,57.75,mountain,5
2594,1293,40.01,park,3
2594,1284,56.07,park,1
2594,373,27.32,mountain,5
2594,1301,36.58,park,3
2594,462,34.2,river,5
2594,1148,26.2,park,2
2595,180,58.85,river,2
2595,195,58.1,river,1
2595,313,48.34,river,3
2595,306,20.26,river,2
2595,570,28.76,park,5
2595,193,48.32,river,1
2595,329,38.94,river,3
2595,386,23.08,park,5
2595,312,56.57,river,3
2595,189,58.68,river,3
2596,310,34.09,river,2
2596,416,59.28,park,5
2596,421,52.48,park,5
2596,326,46.62,river,2
2596,409,28.18,park,5
2596,153,46.63,river,2
2596,162,46.22,river,1
2596,171,48.45,river,3
2596,195,37.84,river,3
2596,174,22.53,river,2
2597,831,53.25,park,5
2597,727,53.62,park,5
2597,469,56.58,river,2
2597,492,37.27,mountain,5
2597,1463,34.56,park,5
2597,1152,56.46,park,5
2597,1140,56.76,park,5
2597,770,44.53,river,1
2597,1443,40.23,park,5
2597,1018,46.25,park,5
2598,1434,32.95,park,5
2598,962,26.79,mountain,5
2598,1275,39.73,mountain,5
2598,1083,34.52,mountain,5
2598,911,57.41,river,3
2598,1437,55.94,park,5
2598,1071,23.56,river,2
2598,918,43.26,river,2
2598,1428,59.38,park,5
2598,1453,31.73,park,5
2599,168,51.75,river,1
2599,196,45.65,river,1
2599,404,55.57,park,5
2599,421,56.04,park,5
2599,700,43.77,park,5
2599,310,35.0,river,1
2599,697,27.58,park,5
2599,304,56.32,river,3
2599,693,23.3,park,5
2599,389,24.94,park,5
2600,761,41.38,river,1
2600,1469,26.51,park,5
2600,811,27.42,mountain,5
2600,980,33.85,park,5
2600,825,54.95,mountain,5
2600,596,45.81,river,1
2600,457,42.55,river,1
2600,620,32.55,river,1
2600,726,22.26,park,5
2600,611,26.95,river,1
